id,name_wrestling,name_crew,name_real,name_alt,nationality_fr,nationality_en,year_start,year_end,mask_theme_en,active_fr,active_en,info_fr,info_en,mask_theme_fr,x,y,w,h
psicosis_i,Psicosis I,,Dionicio Castellanons Torres,,Mexicain,Mexican,1989,,madness/mystery,actif,active,"Après des débuts au Mexique, notamment à la AAA, où il endosse ce costume, il fait découvrir au public américain de la WCW, avec <span data-id=la_parka_I>La Parka</span> ou <span data-id=rey-mysterio_jr>Rey Mysterio Jr,</span> une version modernisée de la lucha libre, très axée sur le high fly. Il fait partie d'une série de catcheurs à contester en justice, en 2010, les droits concernant leur personnage.","After making his debut in Mexico, notably at the AAA where he donned this costume, he, <span data-id=la_parka_I>La Parka,</span> and <span data-id=rey-mysterio_jr>Rey Mysterio Jr</span> introduced a modernized version of lucha libre to the US, which was more focused on high flying. He is a one of many wrestlers to go to court for the rights concerning his characters in 2010.",folie/mystère,2080,960,2560,2400
psicosis_ii,Psicosis II,,Juan Ebodio Gonzalez,,Mexicain,Mexican,1992,,"madness/mystery, legacy",actif,active,"Fils de catcheur, il endosse plusieurs gimmicks, dont un inspiré d'Ultraman au Japon, avant de devenir le successeur de <span data-id=psicosis_I>Psicosis</span> à la AAA, en 1998. Il fait alors partie d'une grande stable de rudos, Los Vipers, avec notamment Cibernetico, Histeria ou Abismo Negro. Avec Histera et El Alebrije, il conteste, en 2010, les droits concernant son personnage.","Son of a wrestler, he took on several gimmicks, one of which was inspired by Ultraman in Japan, before becoming <span data-id=psicosis_I>Psicosis's</span> successor at the AAA in 1998. He then joined a large stable of villains, Los Vipers, with Cibernetico, Histeria, and Abismo Negro. In 2010, he went to court over his the rights to his character, along with Histeria and El Alebrije.",plusieurs,2080,1120,2560,2400
psycho_clown,Psycho Clown,,,,Mexicain,Mexican,,,"madness/mystery, pop culture",actif,active,"Fils de <span data-id=los_brazos_brazo_de_plata>Brazo de Plata,</span> il débute dans des promotions indépendantes en 2000, sous le nom de Brazo de Plata Jr. Peu après son arrivée à la AAA, il change de gimmick et devient Psycho Clown, en 2007, et forme le trio Los Psycho Circus, avec <span data-id=los_psycho_circus_killer_clown>Killer Clown</span> et <span data-id=los_psycho_circus_zombie_clown>Zombie Clown,</span> personnages inspirés du film Killer Clown from Outer Space. Il a l’honneur, en 2017, de démasquer le légendaire <span data-id=dr_wagner_jr>Dr Wagner Jr.</span>","<span data-id=los_brazos_brazo_de_plata>Brazo de Plata's</span> son, he started wrestling for independent promotions in 2000 under the name Brazo de Plata Jr. Shortly after his arrival at the AAA, he changed gimmicks and became Psycho Clown in 2007, and formed the Los Psycho Circus trio, with <span data-id=los_psycho_circus_killer_clown>Killer Clown</span> and <span data-id=los_psycho_circus_zombie_clown>Zombie Clown,</span> characters inspired by the movie Killer Clown from Outer Space. In 2017, he unmasked the legendary <span data-id=dr_wagner_jr>Dr Wagner Jr.</span>",plusieurs,2080,1280,2560,2400
red_river_jack,Red River Jack,,Frank Donald Goodish,Bruiser Brody,Americain,American,1973,1988,pop culture/comic/manga/movie,mort,dead,"Ce masque temporaire est utilisé dans l’angle classique du catcheur viré, revenu sous une identité secrète. Bruiser Brody popularise le “brawl”, style de catch brutal, proche de la bagarre de bar. Connu pour refuser de jobber pour ses adversaires, il meurt tragiquement, poignardé en 1988, lors d’une bagarre à Puerto Rico avec le catcheur Jose Huertas Gonzales.","This temporary mask was used for the classic trope of a fired wrestler returning with a secret identity. Bruiser Brody popularized the “brawl”, a brutal style of wrestling, similar to bar fighting. Known for refusing to job for his opponents, he died tragically in 1988, stabbed during a fight in Puerto Rico against wrestler Jose Huertas Gonzales.",culture pop/bande dessinée/manga/film,2080,1440,2560,2400
reina_jubuki,Reina Jubuki,,Hisako Sasaki,Akira Hokuto,Japonais,Japanese,1985,2002,elements/nature,retraité,retired,"Catchant la majeure partie de sa carrière au Japon, elle utilise le masque de Reina Jubuki durant son passage à la CMLL, de 1993 à 1995. Dure à cuire sur le ring, elle n'hésite pas à combattre en dépit de ses blessures. Y compris lorsqu'elle se brise le cou, en 1987, suite à un marteau pilon. De quoi lui faire gagner le surnom de ""Momie"", en raison des bandages la recouvrant régulièrement.","Spending most of her career wrestling in Japan, she used Rein Jubuki’s mask during her time at the CMLL from 1993 to 1995. Tough in the ring, she never hesitated to fight despite her injuries, even competing when she broke her neck because of a pounder hammer in 1987. She earned the nickname “Mummy” because of the bandages that she was regularly covered in.",éléments/nature,2080,1600,2560,2400
rellik,Rellik,,Jonathan Hugger,Johnny Stamboli,Americain,American,1999,,"madness/mystery, darkness/death/demon/macabre",actif,active,"Repéré par le catcheur Diamond Dallas Page dans un gymnase, il débute à la WCW en 1999. Après un passage à la WWE, c’est en 2004, à la AJPW, qu’il utilise ce masque pour interpréter un faux <span data-id=great_muta>Great Muta,</span> alors blessé et absent des rings. En fin d’année, ce dernier le démasque mais John Hugger va garder son masque, tout en optant pour le nom de Rellik dans le circuit indépendant américain.","He was spotted by the wrestler Diamond Dallas Page in a gym, and made his debut at the WCW in 1999. After a stint in the WWE, he used this mask at the AJPW in 2004 to replace <span data-id=great_muta>Great Muta,</span> who was injured and absent from the ring. At the end of the year, the Great Muta unmasked him, but John Hugger kept the mask but changed names to Rellik in the independent American circuit.",plusieurs,2080,1760,2560,2400
rey_mysterio_jr,Rey Mysterio Jr,,Oscar Gutierrez,,Americain,American,1989,,"madness/mystery, pop culture/comic/manga/movie, other",actif,active,"Sans conteste le luchador le plus connu du grand public. Dans les années 90, il popularise un catch virevoltant. Mesurant un peu moins d’1,70 m, ces affrontements contre les golgoths de la WWE en font, de plus, un pur underdog. Il a continué à lutter avec son masque malgré son démasquage aux États-Unis en 1999, grâce à un accord de la commission Mexicain, qui a jugé que les règles de la lucha de apuesta n'étaient pas respectées.","Without a doubt, the best known luchador to the layperson. In the 90s, he popularized a somersaulting style of wrestling. Measuring under 5’6”, his clashes against WWE goliaths made him the ultimate underdog. He continued to wrestle with his mask on despite being unmasked in the US in 1999 by approval from the Mexican committee, which judged that the rules of lucha de apuesta didn't apply.",plusieurs,2080,1920,2560,2400
rey_mysterio_sr,Rey Mysterio Sr,,Miguel Angel Lopez Diaz,,Mexicain,Mexican,1976,2009,basic,retraité,retired,"Oncle de <span data-id=rey_mysterio_jr>Rey Mysterio Jr,</span> il débute en tant que boxeur puis se tourne vers le catch en 1976, après avoir été entraîné par <span data-id=el_solitario>El Solitario.</span> Il est surtout connu pour ses talents d'entraîneur, à partir de 1987, ayant formé de nombreux catcheurs, comme <span data-id=psicosis_i>Psicosis I,</span> <span data-id=max_moon>Konnan,</span> <span data-id=ciclope>Ciclope,</span> <span data-id=misterioso_sr>Misterioso Sr</span> et, bien entendu, son neveu.","<span data-id=rey_mysterio_jr>Rey Mysterio Jr's</span> uncle, he started as a boxer before wrestling in 1976 after training with <span data-id=el_solitario>El Solitario.</span> He is best known for his coaching skills, having trained numerous wrestlers since 1987, such as <span data-id=psicosis_i>Psicosis I,</span> <span data-id=max_moon>Konnan,</span> <span data-id=ciclope>Ciclope,</span> <span data-id=misterioso_sr>Misterioso Sr</span> and of course, his nephew.",fondamental,0,2080,2560,2400
senza_volto,Senza Volto,,,,Français,French,2014,,madness/mystery,actif,active,"Surnommé ""Le Guerrier du Peuple"", ce high flyer est actuellement un des symboles du renouveau du catch en France. Après des débuts en 2014 dans des promotions françaises, il catche actuellement en Europe.","Nicknamed ""The People’s Warrior,"" this high-flyer is currently one of the symbols of the wrestling revival in France. After his 2014 debut in French promotions, he still currently wrestles in Europe.",folie/mystère,160,2080,2560,2400
sexy_star,Sexy Star,,Dulce Maria Garcia Rivas,,Mexicain,Mexican,2006,,elements/nature,actif,active,"Une des rares catcheuses à s'être lancée, avec succès, dans une carrière de boxeuse et de pratiquante de MMA. Elle est la seule a avoir détenu une ceinture de champion du monde poids lourds, à la Lucha Underground, les matches y étant mixtes. Même si elle s'en excusera par la suite, elle est blacklistée, en 2017, par plusieurs promotions après avoir porté une prise trop soutenue et blessé son adversaire.","One of the few wrestlers to have successfully pursued a career as a boxer and an MMA fighter. She is the only woman to have held a heavyweight world champion belt at the Lucha Underground. She was blacklisted in 2017 by several promotions for gripping her opponent too strongly and injuring them, despite her apologies.",éléments/nature,320,2080,2560,2400
shark_boy,Shark Boy,,Dean Matthew Roll,,Americain,American,1997,,"animal, pop culture/comic/manga/movie",actif,active,"Après avoir commencé à s'entraîner en 1995, il prend le gimmick de Shark Boy en 1997, en s’inspirant du morceau parodique I come from the water, du groupe The Toadies, et devient vite très populaire dans le catch indépendant. En 2008, il revient à la TNA, suite à un coma en kayfabe, en parodiant le catcheur Stone Cold Steve Austin, buvant notamment du clam juice au lieu de la bière.","After starting to train in 1995, he took up the Shark Boy gimmick 1997, drawing inspiration from the parody song “I Come from the Water” by The Toadies, and quickly became popular in independent wrestling. In 2008, he returned to TNA after a kayfabe coma, and parodied the wrestler Stone Cold Steve Austin, notably drinking clam juice instead of beer.",plusieurs,480,2080,2560,2400
shockmaster,Shockmaster,,Fred Ottman,Tugboat,Americain,American,1984,2000,pop culture/comic/manga/movie,retraité,retired,"""He's going to shock the world !"". Tout était en place, en 1993, à la WCW, pour l'arrivée en fanfare du Shockmaster. Mais, alors qu'il doit arriver en transperçant un mur, il trébuche, s'étale de tout son long, perd son masque à paillettes, ainsi que sa crédibilité. A ce titre il reste, comme le <span data-id=goobledy_gooker>Goobledy Gooker,</span> dans le top 10 des pires gimmicks.","""He's going to shock the world!"" Everything was in place at the WCW in 1993 for the big arrival of the Shockmaster. But when he went to make his entrance by breaking through a wall, he tripped and fell sprawled out on the ground, losing his glitter mask and credibility in the process. It remains of the worst gimmicks to date, like the <span data-id = goobledy_gooker> Goobledy Gooker .</span>",culture pop/bande dessinée/manga/film,640,2080,2560,2400
silver_king,Silver King,,Cesar Cuauhtémoc Gonzalez Barron,,Mexicain,Mexican,1985,2019,basic,mort,dead,"Fils de <span data-id=dr_wagner_sr>Dr Wagner Sr</span> et frère de <span data-id=dr_wagner_jr>Dr Wagner Jr,</span> il est démasqué en 1987 par <span data-id=el_hijo_del_santor>El Hijo del Santo.</span> Après avoir été le troisième <span data-id=black_tiger_I>Black Tiger</span> au Japon, il est un des rares catcheurs à garder son masque perdu, contournant la tradition par un changement de nom. Interprète du du méchant Ramsès dans Nacho Libre, il meurt tragiquement sur un ring en mai 2019, en Angleterre, des suites d'une crise cardiaque.","Son of <span data-id=dr_wagner_sr>Dr Wagner Sr</span> and brother of <span data-id=dr_wagner_jr>Dr Wagner Jr,</span> he is unmasked in 1987 by <span data-id=el_hijo_del_santor>El Hijo del Santo.</span> After having been the third <span data-id=black_tiger_I>Black Tiger</span> in Japan, he was one of the few wrestlers to keep his lost mask, bypassing the tradition by changing his name. He played the villainous Ramses in Nacho Libre, but died tragically in the ring in May of 2019, in England, from a heart attack.",fondamental,800,2080,2560,2400
sin_cara_azul,Sin Cara Azul,,Luis Ignacio Urive Alvirde,First Mistico,Mexicain,Mexican,1998,,madness/mystery,actif,active,"Le gimmick de Mistico est celui d'un orphelin, protégé de <span data-id=fray_tormenta>Fray Tormenta.</span> Après être devenu l'un des plus grand technicos au Mexique, de 2006 à 2011, il part pour la WWE sous le nom de Sin Cara. Un changement qui ne lui réussit pas, enchaînant les botches et les blessures. Il revient en 2015, à la CMLL, sous le nom de Caristico.","He started as Mistico, a gimmick of an ophan, <span data-id=fray_tormenta>Fray Tormenta's</span> protégé. After he became one of the greatest heroes in Mexico, from 2006 to 2011, he left for the WWE under the name Sin Cara. This change did not go as planned, sustaining numerous injuries. He returned to the CMLL in 2015, as Caristico.",folie/mystère,960,2080,2560,2400
sin_cara_negro,Sin Cara Negro,,Jorge Arias,,Mexicain,Mexican,1999,,"madness/mystery, legacy",actif,active,"Officiellement le premier Mistico, il doit y renoncer suite à l'acquisition des droits par la CMLL, et devient Incognito. En 2011, à la WWE, il remplace <span data-id=sin_cara_azul>Mistico I,</span> alors suspendu, sous le masque de Sin Cara. Son retour est l'occasion d'un affrontement entre ""vrai"" et ""faux"" Sin Cara. Actuellement à la AAA, il a repris le masque de Cinta de Oro, en hommage à son entraîneur.","Officially the first Mistico, he gave up his role after CMLL acquired the rights to the character, and he became Incognito. At the WWE in 2011, he replaces the then suspended <span data-id=sin_cara_azul>Mistico I</span> under Sin Cara’s mask. His return leads to a confrontation between the “real” and “fake” Sin Cara. Currently at the AAA, he has taken the mask of Cinta de Ora, in tribute to his trainer.",plusieurs,1120,2080,2560,2400
skayde,Skayde,,Jorge Rivera Soriano,Jorge Rivera,Mexicain,Mexican,1987,,pop culture/comic/manga/movie,semi retraité,semi retired,"Rivera fait ses débuts en 1987 mais, comme <span data-id=rey_mysterio_sr>Rey Mysterio Sr,</span> il est surtout connu pour ses grands talents d'entraîneur. Il a ainsi formé de célèbres catcheurs, comme Kassius Ohno, Cesaro, <span data-id=fenix>Fenix,</span> <span data-id=drago>Drago,</span> <span data-id=pentagon_dark>Pentagon Dark</span> ou Lince Dorado. Il perd son masque seulement en 2007 face à <span data-id=sin_cara_azul>Mistico,</span> alors au faîte de sa gloire.","Rivera made his debut in 1987, but just like <span data-id=rey_mysterio_sr>Rey Mysterio Sr,</span> he is best known for his coaching skills. He has trained famous wrestlers like Kassius Ohno, Cesaro, <span data-id=fenix>Fenix,</span> <span data-id=drago>Drago,</span> <span data-id=pentagon_dark>Pentagon Dark,</span> and Lince Dorado. He lost his mask in 2007 to <span data-id=sin_cara_azul>Mistico,</span> who was at the height of his glory.",culture pop/bande dessinée/manga/film,1280,2080,2560,2400
z_russell,Smokey The Bandit,Author,Russell Goldenberg,Codenberg,Americain,American,2020,,other,actif,active,"Auteur de cet article. Vrai nom: Russell Goldenberg. Il a travaillé le codage, la conception, et l'édition.","Authored this article. Real name: Russell Goldenberg. Worked on the code, design, and editing.",autre,2240,2240,2560,2400
spider_lady,Spider Lady,,,Fabulous Moolah,Americaine,American,1949,1999,"animal, pop culture",morte,dead,"Gimmick temporaire de la catcheuse Fabulous Moolah utilisé en 1985 face à Wendi Richter. Cette dernière perd d’ailleurs sa ceinture sans avoir été prévenue. Considérée comme une pionnière du catch féminin (elle débute en 1949), Fabulous Moolah a cependant été accusée d’exploiter financièrement et sexuellement d’autres catcheuses.","This is the gimmick Fabulous Moolah used when she faced Wendi Richter in 1985. Richter ended up losing her belt out of the blue. Although considered to be a pioneer of women’s wrestling (she began in 1949), Moolah was later accused of exploiting other female wrestlers, both financially and sexually.",plusieurs,1440,2080,2560,2400
suicide,Suicide,,Frankie Kazarian,Kazarian,Americain,American,1998,,"darkness/death/demon/macabre, pop culture/comic/manga/movie",actif,active,"Interprété par plusieurs personnes, dont <span data-id=curry_man>Christopher Daniels,</span> ce gimmick est inventé au départ pour un jeu vidéo de la TNA sorti en 2008. Le succès du personnage auprès du public le transforme alors en ""vrai"" catcheur, qui fera les belles heures de la X Division grâce à ses énormes prises de risque sur le ring.","Played by numerous people such as <span data-id=curry_man>Christopher Daniels,</span> this gimmick was first invented for a TNA video game released in 2008. The character was so well received by fans that he was transformed into a “real” wrestler, who took part in the heyday of the X Division with his enormous risk-taking in the ring.",plusieurs,1600,2080,2560,2400
super_amigos_super_barrio,Super Barrio Gomez,,,,Mexicain,Mexican,1987,,"basic, pop culture/comic/manga/movie, other",actif,active,"Super Barrio est un activiste mexicain qui lutte contre le mal-logement. Le personnage, inspiré du catcheur <span data-id=el_santo>El Santo</span> et de son image de protecteur des plus faibles, a été créé en 1987, suite au tremblement de terre de 1985 à Mexico. Il se présentera même, en 1988, à l'élection présidentielle avant d'apporter son soutien au candidat du Parti de la révolution démocratique.","Super Barrio is a Mexican activist who advocates against inadequate housing. The character was created in 1987, after a 1985 earthquake in Mexico, inspired by the wrestler <span data-id=el_santo>El Santo</span> and his protector of the weak persona. He even showed up to the 1988 presidential election before showing his support for the Party of the Democratic Revolution candidate",plusieurs,1760,2080,2560,2400
los_brazos_super_brazo,Super Brazo,Los Brazos,Martín Antonio Alvarado Nieves,,Mexicain,Mexican,1983,2015,"other, pop culture/comic/manga/movie, basic",actif,active,"Membre de la dynastie Alvarado, il perd son masque de Frère Tuck face à Brazo Cibernetico, son frère, qui incarnait Robin des Bois. Il fait partie de la deuxième équipe des Brazos, avec <span data-id=los_brazos_brazo_cibernetico>Brazo Cibernetico</span> et <span data-id=los_brazos_brazo_de_platino>Brazo de Platino.</span> Il est démasqué en 1995 par M. Niebla.","Member of the Alvarado dynasty, he lost his Friar Tuck mask to Brazo Cibernetico, his brother, who also fought as Robin Hood. He was a part of the second group of Brazos, with <span data-id=los_brazos_brazo_cibernetico>Brazo Cibernetico</span> and <span data-id=los_brazos_brazo_de_platino>Brazo de Platino.</span> He was unmask in 1995 by Mr. Niebla.",plusieurs,1760,1600,2560,2400
super_delfin,Super Delfin,,Hiroto Wakita,Monkey Magic Wakita,Japonais,Japanese,1989,,animal,actif,active,"Après des débuts à la NJPW en 1989, Hiroto Wakiti utilise le gimmick de Super Delfin suite à une tournée au Mexique. Avec d’autres catcheurs comme <span data-id=ultimo_dragon>Ultimo Dragon,</span> le <span data-id=great_sasuke>Great Sasuke,</span> <span data-id=jushin_thunder_liger>Jushin Thunder Liger</span> ou Samurai, il est un des pionniers du style “lucha-resu”, mêlant catch japonais (puroresu) et mexicain (lucha libre).","After starting at the NJPW in 1989, Hiroto Wakiti used the Super Delfin gimmick following a tour in Mexico. He is considered one of the pioneers of the “lucha-resu” style - combining Japanese wrestling (puroresu) with Mexican wrestling (lucha libre) - along with <span data-id=ultimo_dragon>Ultimo Dragon,</span> the <span data-id=great_sasuke>Great Sasuke,</span> <span data-id=jushin_thunder_liger>Jushin Thunder Liger,</span> and Samurai.",animal,1920,2080,2560,2400
super_dragon,Super Dragon,,Daniel Lyon,,Americain,American,1997,,animal,actif,active,"Ayant débuté en 1997, Super Dragon est l’un des catcheurs américains ayant une des plus longues carrières dans le seul circuit indépendant (en dehors d’un bref passage à la WCW), son dernier match datant de 2015. Il est par ailleurs l’un des six fondateurs de la promotion Pro Wrestling Guerilla, l’une des grandes promotions indépendantes américaines actuelles.","He started in 1997, and is one of the American wrestlers with the longest careers only in the independent circuit (apart from a brief stint at WCW). He is also one of the six founders of the Pro Wrestling Guerilla, one of the biggest independent American promotions today.",animal,2080,2080,2560,2400
super_liger,Super Liger,,Christopher Keith Irvine,Chris Jericho,Canadien,Canadian,1990,,"pop culture/comic/manga/movie, legacy",actif,active,"Après avoir écumé les promotions au Canada, Mexique, Etats-Unis et Japon, Chris Jericho porte pour la première fois un masque, en 1997, à son arrivée la NJPW. Il est Super Liger, la némésis de <span data-id=jushin_thunder_liger>Jushin Thunder Liger.</span> Inconfortable et limitant sa vision, le masque le fait botcher pourtant sur le ring et le gimmick est abandonné rapidement.","After having moved through the promotions in Canada, Mexico, Japan, and the US, Chris Jericho wears a mask for the first time in 1997, when he arrived at the NJPW. He is Super Liger, <span data-id=jushin_thunder_liger>Jushin Thunder Liger's</span> nemesis. With discomfort and limited vision, the mask caused him to botch the match and the gimmick is quickly abandoned.",plusieurs,2240,0,2560,2400
super_muneco,Super Muñeco,Trio Fantasia,,,Mexicain,Mexican,1982,,"pop culture/comic/manga/movie, other",actif,active,"Super Muneco est actuellement le détenteur du record de matches gagnés en lucha de apuestas, avec plus de 100 victoires dont 80 masques enlevés. Il forme en 1986, le Trio Fantasia, avec Super Raton (inspiré de Mighty Mouse) et Super Pinocho. Ils affrontent alors des équipes comme les Tortues Ninja ou les Thundercats.","Currently the record-holder for the most lucha de apuestas matches won, with more than 100 victories, 80 of them being unmasked. In 1986, he was part of the Fantasia Trio, with Super Raton (inspired by Mighty Mouse) and Super Pinocchio. They faced teams like the Teenage Mutant Ninja Turtles and the Thundercats, copyright struggles that bring joy to children.",plusieurs,2240,160,2560,2400
super_parka,Super Parka,,Ramon Ibarra Banda,Volador Sr,Mexicain,Mexican,1976,,darkness/death/demon/macabre,actif,active,"Après des débuts en 1976, il connaît une belle carrière sous le masque de Volador Sr dans les années 90. Cependant, suite au succès de son neveu en tant que <span data-id=la_parka_i>La Parka I,</span> il prend le gimmick de Super Parka en 1997. Démasqué par <span data-id=el_hijo_del_santo>El Hijo del Santo</span> en 2003, il continue pourtant de l’utiliser aux Etats-Unis.","After debuting in 1976, he had a successful career under the Volador Sr mask in the 90s. After his nephew’s success as <span data-id=la_parka_i>La Parka I,</span> he took up the Super Parka gimmick in 1997. Unmasked by <span data-id=el_hijo_del_santo>El Hijo del Santo</span> in 2003, he continues to use this gimmick in the US today.",obscurité/mort/démon/macabre,2240,320,2560,2400
sweet_ebony_diamond,Sweet Ebony Diamond,,Rocky Johnson,,Canadien,Canadian,1964,1991,basic,mort,dead,"Père du célèbre catcheur The Rock (qui lui rend hommage dans un épisode de That 70’s show), il débute le catch en 1964, après une carrière de boxeur, où il est le sparring partner de Muhammed Ali ou George Foreman. Son duo avec Tony Atlas devient, en 1983, la première équipe afro-américaine championne de la WWE.","He is the father of the famous wrestler The Rock (who paid tribute to him in an episode of That 70s show). He started wrestling in 1964 after a boxing career, during which he was a sparring partner to both Muhammed Ali and George Foreman. In 1983, his duo with Tony Atlas was the first African American team to become WWE champions.",fondamental,2240,480,2560,2400
the_american_dragon,The American Dragon,Hell No,Bryan Danielson,Daniel Bryan,Americain,American,1999,,"animal, other, pop culture/comic/manga/movie",actif,active,"Considéré comme un des plus grands catcheurs contemporains, c'est le prototype de l'underdog. Il utilise ce masque lors de son passage, de 2001 à 2004, à la NJPW. Victime d'une blessure au cou, il doit se retirer des rings en 2016 alors qu'il tutoie les sommets de la WWE. Pour le plus grand bonheur du public, il revient miraculeusement en mars 2018.","Considered to be one of the great modern wrestlers, he is the protoype of the underdog. He used his mask during his time at the NJPW, from 2001 to 2004. He had to leave the ring just as he is climbing the ranks at the WWE after he injured his neck in 2016. To the delight of the public, he miraculously returned in March of 2018.",plusieurs,2240,640,2560,2400
z_gwen,The Breizh Punisher,Author,Gwendal Uguen,Gwen,Français,French,2020,,other,actif,active,Auteur de cet article. Vrai nom: Gwendal Uguen. Il a travaillé les illustrations et l'histoire.,Authored this article. Real name: Gwendal Uguen. Worked on the illustrations and the story.,autre,1920,2240,2560,2400
z_sonia,The Cow,Author,Sonia Blinderman,,Canadien,Canadian,2020,,other,actif,active,Auteur de cet article. Vrai nom: Sonia Blinderman. Elle a travaillé la traduction.,Authored this article. Real name: Sonia Blinderman. Worked on the translation.,autre,2400,0,2560,2400
the_destroyer,The Destroyer,,Dick Beyer,,Americain,American,1954,1993,basic,retraité,retired,"Babyface dans les années 50, Dick Beyer devient le Destroyer en 1962. En 1963, il a l'occasion de partir pour le Japon et y affronte Rikidozan, le ""père du puroresu"". Un match qui rassemble 70 millions de spectateurs, un record inégalé pour un évènement sportif. En 2017, peu avant sa mort, il est promu à l'ordre du Soleil levant par le gouvernement, en remerciement pour sa carrière au Japon.","A hero in the 50s, Dick Beyer became the Destroyer in 1962. In 1963, he had the chance to leave for Japan and face Rikidozan, the “father of puroresu.” This match attracted 70 million spectators, an unrivaled record for a sporting event. In 2017, shortly after his death, the government promoted him to the Order of the Rising Sun, to thank him for his career in Japan.",fondamental,2240,800,2560,2400
the_fiend,The Fiend,,Windham Lawrence Rotunda,Bray Wyatt,Americain,American,2009,,"darkness/death/demon/macabre, pop culture/comic/manga/movie",actif,active,"Petit-fils de Blackjack Mulligan, fils d'IRS, et frère de Bo Dallas : le catch est de famille. Après avoir été leader de secte, il est revenu l'année dernière sous le personnage d'un schizophrène. Le gentil (quoique flippant) animateur de ""Firefly Hun House"" peut se transformer en The Fiend, monster heel dont le masque est un mix entre le Joker et le Violator dans Spawn.","He is Blackjack Mulligan’s grandson, IRS’ son, and Bo Dallas’ brother. Wrestling is in his blood. After characterizing a cult leader, he returned last year with a schizophrenic character. The nice “Firefly Hun House” animator can transform himself into The Fiend, a villanous monster whose mask is a mix of the Joker and the Violator from Spawn.",plusieurs,2240,960,2560,2400
the_masked_canadian,The Masked Canadian,,Roderick George Toombs,Roddy Piper,Canadien,Canadian,1969,2011,other,mort,dead,"Ce masque est utilisé par Roddy Piper à la fin des années 70 dans une rivalité contre Chavo Guerrero Sr, avec l’angle classique du catcheur viré. Il catche également masqué, en tant que Piper Machine, aux côtés d’ <span data-id=giant_machine>André le Géant.</span> Très grand heel, notamment dans les années 80, il joue aussi dans le film Invasion Los Angeles de John Carpenter, dont le personnage s’inspire en partie de sa vie.","This mask was used by Roddy Piper in the late 70s during a rivalry with Chavo Guerrero Sr, using the classic fired wrestler trope. He also wrestles masked as Paper Machine, by <span data-id=giant_machine>André le Géant's</span> side. He was a great heel, especially in the 80s. He also starred in John Carpenter’s movie Invasion Los Angeles, in the role of a character partly inspired by his own life.",autre,2240,1120,2560,2400
the_masked_wrestler,The Masked Wrestler,,Theobaud Bauer,,Français,French,1867,1880,basic,mort,dead,"Né en 1847 en Alsace, il lutte en France dans les années 60 puis part pour la côte Ouest des Etats-Unis en 1874. Il y apportera son style de lutte gréco-romain et sera un des pionniers du catch contre les ours, en particulier le célèbre Martin. Mais si Theobaud Bauer mérite sa place ici c’est parce qu’il n’est nul autre que le premier catcheur, à notre connaissance, à avoir porté un masque sur le ring.","Born in 1847 in Alsace, he fought in France throughout the 60s, then left for the west coast of the US in 1874. He brought his Greco-Roman style of wrestling and became one of the pioneers of bear wrestling, in particular a fight with the famous Martin. But if Theobaud Bauer deserves his place here, its because he was none other than the first wrestler to wear a mask in the ring.",fondamental,2240,1280,2560,2400
the_punisher,The Punisher,,Mark William Calaway,The Undertaker,Americain,American,1984,,"basic, darkness/death/demon/macabre",semi-retraité,semi-retired,"Gimmick temporaire de Mark Calaway, au début de sa carrière, en 1989, quand il travaille à la WCWA, au Texas. C’est à son arrivée à la WWE, en 1990 qu’il devient The Undertaker, un gimmick de fossoyeur, aux pouvoirs surnaturels, qu’il garde encore actuellement. Légende du catch, avec notamment une streak de 21 victoires à Wrestlemania, il est le demi-frère, en kayfabe, de <span data-id=kane>Kane.</span>","This was Mark Calaway’s temporary gimmick at the start of his career in 1989 when he worked at the WCWA, in Texas. Upon arriving at the WWE in 1990, he became The Undertaker, a gimmick of a gravedigger with supernatural powers, still in use today. He is a wrestling legend with a winning streak of 21 matches at Wrestlemania. He is also <span data-id=kane>Kane's</span> stepbrother in kayfabe.",plusieurs,2240,1440,2560,2400
the_spider,The Spider,,Randall Mario Poffo,Randy Savage,Americain,American,1973,2011,animal,mort,dead,"Ancien baseballeur, Randy Savage débute le catch en 1973 sous ce gimmick, en hommage à Spiderman (il fait d’ailleurs une apparition, en tant que catcheur, dans le Spiderman de Sam Raimi, en 2002). Par la suite, avec son gimmick de Macho Man, il devient, avec <span data-id=mr_america>Hulk Hogan,</span> la figure de proue de la WWE dans les années 80. Il meurt tragiquement, en 2011, au volant de sa voiture, suite à une crise cardiaque.","A former baseball player, Randy Savage began wrestling under this gimmick in 1973 in tribute to Spiderman. He also had a cameo as a wrestler in the 2002 movie, Spiderman. In the 80s, with his Macho Man gimmick, he became a poster boy for the WWE, along with <span data-id=mr_america>Hulk Hogan.</span> In 2011, he passed away tragically, having a heart attack while driving.",animal,2240,1600,2560,2400
